track_id,ok,reason,n_nodes,secs
pop__pop.00042,True,,30,3.75
pop__pop.00043,True,,30,4.55
pop__pop.00052,True,,30,4.11
pop__pop.00053,True,,30,3.92
pop__pop.00054,True,,30,3.79
pop__pop.00055,True,,30,3.74
pop__pop.00056,True,,30,3.81
pop__pop.00057,True,,30,4.66
pop__pop.00058,True,,30,3.83
pop__pop.00059,True,,30,5.45
pop__pop.00068,True,,30,4.14
pop__pop.00069,True,,30,3.86
pop__pop.00070,True,,30,4.24
pop__pop.00071,True,,30,5.08
pop__pop.00072,True,,30,3.98
pop__pop.00073,True,,30,4.09
pop__pop.00074,True,,30,3.46
pop__pop.00075,True,,30,4.3
pop__pop.00060,True,,30,4.12
pop__pop.00061,True,,30,4.69
pop__pop.00062,True,,30,5.18
pop__pop.00063,True,,30,4.38
pop__pop.00064,True,,30,4.73
pop__pop.00065,True,,30,4.19
pop__pop.00066,True,,30,4.37
pop__pop.00067,True,,30,4.37
pop__pop.00076,True,,30,4.69
pop__pop.00077,True,,30,4.5
pop__pop.00078,True,,30,4.97
pop__pop.00079,True,,30,4.41
pop__pop.00080,True,,30,3.89
pop__pop.00081,True,,30,4.22
pop__pop.00082,True,,30,4.79
pop__pop.00083,True,,30,4.24
pop__pop.00092,True,,30,4.87
pop__pop.00093,True,,30,4.62
pop__pop.00094,True,,30,4.29
pop__pop.00095,True,,30,4.21
pop__pop.00096,True,,30,4.25
pop__pop.00097,True,,30,4.36
pop__pop.00098,True,,30,4.27
pop__pop.00099,True,,30,4.56
pop__pop.00084,True,,30,5.16
pop__pop.00085,True,,30,4.16
pop__pop.00086,True,,30,4.7
pop__pop.00087,True,,30,4.08
pop__pop.00088,True,,30,4.54
pop__pop.00089,True,,30,5.52
pop__pop.00090,True,,30,4.65
pop__pop.00091,True,,30,4.48
reggae__reggae.00000,True,,30,5.09
reggae__reggae.00001,True,,30,4.51
reggae__reggae.00002,True,,30,5.05
reggae__reggae.00003,True,,30,5.02
reggae__reggae.00004,True,,30,4.57
reggae__reggae.00005,True,,30,4.19
reggae__reggae.00006,True,,30,5.11
reggae__reggae.00007,True,,30,4.67
reggae__reggae.00008,True,,30,4.88
reggae__reggae.00009,True,,30,4.57
reggae__reggae.00010,True,,30,4.48
reggae__reggae.00011,True,,30,3.73
reggae__reggae.00012,True,,30,4.52
reggae__reggae.00013,True,,30,4.51
reggae__reggae.00014,True,,30,4.21
reggae__reggae.00015,True,,30,4.35
reggae__reggae.00016,True,,30,4.3
reggae__reggae.00017,True,,30,4.73
reggae__reggae.00018,True,,30,4.78
reggae__reggae.00019,True,,30,3.92
reggae__reggae.00020,True,,30,4.47
reggae__reggae.00021,True,,30,4.22
reggae__reggae.00022,True,,30,3.75
reggae__reggae.00023,True,,30,4.54
reggae__reggae.00032,True,,30,4.49
reggae__reggae.00033,True,,30,4.51
reggae__reggae.00034,True,,30,4.72
reggae__reggae.00035,True,,30,4.62
reggae__reggae.00036,True,,30,3.65
reggae__reggae.00037,True,,30,4.5
reggae__reggae.00038,True,,30,3.78
reggae__reggae.00039,True,,30,4.3
reggae__reggae.00024,True,,30,5.33
reggae__reggae.00025,True,,30,4.34
reggae__reggae.00026,True,,30,4.59
reggae__reggae.00027,True,,30,4.43
reggae__reggae.00028,True,,30,3.61
reggae__reggae.00029,True,,30,4.64
reggae__reggae.00030,True,,30,3.7
reggae__reggae.00031,True,,30,4.26
reggae__reggae.00040,True,,30,3.98
reggae__reggae.00041,True,,30,4.4
reggae__reggae.00042,True,,30,4.13
reggae__reggae.00043,True,,30,4.08
reggae__reggae.00044,True,,30,4.77
reggae__reggae.00045,True,,30,3.87
reggae__reggae.00046,True,,30,4.64
reggae__reggae.00047,True,,30,4.08
reggae__reggae.00048,True,,30,4.21
reggae__reggae.00049,True,,30,4.64
reggae__reggae.00050,True,,30,4.04
reggae__reggae.00051,True,,30,5.63
reggae__reggae.00052,True,,30,4.69
reggae__reggae.00053,True,,30,4.02
reggae__reggae.00054,True,,30,4.26
reggae__reggae.00055,True,,30,3.51
reggae__reggae.00072,True,,30,4.59
reggae__reggae.00073,True,,30,3.77
reggae__reggae.00074,True,,30,4.38
reggae__reggae.00075,True,,30,4.82
reggae__reggae.00076,True,,30,3.97
reggae__reggae.00077,True,,30,5.25
reggae__reggae.00078,True,,30,3.91
reggae__reggae.00079,True,,30,4.52
reggae__reggae.00056,True,,30,4.02
reggae__reggae.00057,True,,30,3.96
reggae__reggae.00058,True,,30,4.21
reggae__reggae.00059,True,,30,3.99
reggae__reggae.00060,True,,30,4.54
reggae__reggae.00061,True,,30,4.09
reggae__reggae.00062,True,,30,4.56
reggae__reggae.00063,True,,30,6.81
reggae__reggae.00064,True,,30,4.11
reggae__reggae.00065,True,,30,4.58
reggae__reggae.00066,True,,30,4.49
reggae__reggae.00067,True,,30,4.09
reggae__reggae.00068,True,,30,4.59
reggae__reggae.00069,True,,30,4.57
reggae__reggae.00070,True,,30,3.49
reggae__reggae.00071,True,,30,6.15
reggae__reggae.00080,True,,30,4.2
reggae__reggae.00081,True,,30,4.16
reggae__reggae.00082,True,,30,3.46
reggae__reggae.00083,True,,30,4.85
reggae__reggae.00084,True,,30,3.71
reggae__reggae.00085,True,,30,4.54
reggae__reggae.00086,True,,30,4.75
reggae__reggae.00087,True,,30,4.95
reggae__reggae.00088,True,,30,4.7
reggae__reggae.00089,True,,30,4.05
reggae__reggae.00090,True,,30,4.67
reggae__reggae.00091,True,,30,4.79
reggae__reggae.00092,True,,30,4.78
reggae__reggae.00093,True,,30,4.16
reggae__reggae.00094,True,,30,4.54
reggae__reggae.00095,True,,30,4.44
reggae__reggae.00096,True,,30,4.18
reggae__reggae.00097,True,,30,3.98
reggae__reggae.00098,True,,30,3.63
reggae__reggae.00099,True,,30,3.76
rock__rock.00000,True,,30,4.85
rock__rock.00001,True,,30,4.54
rock__rock.00002,True,,30,4.48
rock__rock.00003,True,,30,3.12
rock__rock.00004,True,,30,5.0
rock__rock.00005,True,,30,3.68
rock__rock.00006,True,,30,4.95
rock__rock.00007,True,,30,4.91
rock__rock.00008,True,,30,4.07
rock__rock.00009,True,,30,4.17
rock__rock.00010,True,,30,4.96
rock__rock.00011,True,,30,4.05
rock__rock.00012,True,,30,4.47
rock__rock.00013,True,,30,5.67
rock__rock.00014,True,,30,4.36
rock__rock.00015,True,,30,5.03
rock__rock.00016,True,,30,3.28
rock__rock.00017,True,,30,4.68
rock__rock.00018,True,,30,3.05
rock__rock.00019,True,,30,3.5
rock__rock.00020,True,,30,4.06
rock__rock.00021,True,,30,4.18
rock__rock.00022,True,,30,4.28
rock__rock.00023,True,,30,4.95
rock__rock.00024,True,,30,4.49
rock__rock.00025,True,,30,4.09
rock__rock.00026,True,,30,3.67
rock__rock.00027,True,,30,3.48
rock__rock.00028,True,,30,4.55
rock__rock.00029,True,,30,3.85
rock__rock.00030,True,,30,3.32
rock__rock.00031,True,,30,4.37
rock__rock.00032,True,,30,4.07
rock__rock.00033,True,,30,5.21
rock__rock.00034,True,,30,3.86
rock__rock.00035,True,,30,3.71
rock__rock.00036,True,,30,4.46
rock__rock.00037,True,,30,4.73
rock__rock.00038,True,,30,4.82
rock__rock.00039,True,,30,4.09
rock__rock.00040,True,,30,3.85
rock__rock.00041,True,,30,5.53
rock__rock.00042,True,,30,3.56
rock__rock.00043,True,,30,2.39
rock__rock.00044,True,,30,4.04
rock__rock.00045,True,,30,4.75
rock__rock.00046,True,,30,3.63
rock__rock.00047,True,,30,3.59
rock__rock.00048,True,,30,2.28
rock__rock.00049,True,,30,1.98
rock__rock.00050,True,,30,1.84
rock__rock.00051,True,,30,1.91
rock__rock.00052,True,,30,3.75
rock__rock.00053,True,,30,4.55
rock__rock.00054,True,,30,4.46
rock__rock.00055,True,,30,3.25
rock__rock.00056,True,,30,2.58
rock__rock.00057,True,,30,1.63
rock__rock.00058,True,,30,1.73
rock__rock.00059,True,,30,1.91
rock__rock.00068,True,,30,5.61
rock__rock.00069,True,,30,2.62
rock__rock.00070,True,,30,2.77
rock__rock.00071,True,,30,2.43
rock__rock.00072,True,,30,2.13
rock__rock.00073,True,,30,1.77
rock__rock.00074,True,,30,1.47
rock__rock.00075,True,,30,1.29
rock__rock.00060,True,,30,4.54
rock__rock.00061,True,,30,3.82
rock__rock.00062,True,,30,3.59
rock__rock.00063,True,,30,2.4
rock__rock.00064,True,,30,1.85
rock__rock.00065,True,,30,1.92
rock__rock.00066,True,,30,2.1
rock__rock.00067,True,,30,1.5
rock__rock.00092,True,,30,3.44
rock__rock.00093,True,,30,3.58
rock__rock.00094,True,,30,2.3
rock__rock.00095,True,,30,1.97
rock__rock.00096,True,,30,2.09
rock__rock.00097,True,,30,1.74
rock__rock.00098,True,,30,1.35
rock__rock.00099,True,,30,0.8
rock__rock.00076,True,,30,3.68
rock__rock.00077,True,,30,3.57
rock__rock.00078,True,,30,2.3
rock__rock.00079,True,,30,1.97
rock__rock.00080,True,,30,1.98
rock__rock.00081,True,,30,1.85
rock__rock.00082,True,,30,1.35
rock__rock.00083,True,,30,0.79
rock__rock.00084,True,,30,4.04
rock__rock.00085,True,,30,3.77
rock__rock.00086,True,,30,2.6
rock__rock.00087,True,,30,1.71
rock__rock.00088,True,,30,1.47
rock__rock.00089,True,,30,1.72
rock__rock.00090,True,,30,1.37
rock__rock.00091,True,,30,0.6
